config,file,n,k,alpha,construct_mode,ls_mode,reactive_alphas,reactive_block,sample_size,iterations,time_limit_s,timed_out,max_value,size,feasible,time_s,time_to_solution_s,elements
RPG_p=20,forestfires.I,517,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.090532,25,true,27605,27605,165 454 269 195 53 16 278 22 288 213 86 500 131 439 233 98 375 379 207 490 12 419 103 462 82
GRASP_POP_alpha=0.050000,forestfires.I,517,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.090093,25,true,16471,16471,53 16 195 0 86 439 82 276 490 98 22 375 131 77 454 462 500 233 288 269 379 207 419 12 103
GRASP_WLS_alpha=0.050000,forestfires.I,517,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.105968,25,true,10269,8711,121 177 213 251 452 131 238 375 214 195 165 312 205 279 98 82 413 462 355 163 496 233 22 168 501
GRASP_alpha=0.050000,gauss9.i,900,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.812599,3,true,2233,2233,73 554 613
GRASP_FI_alpha=0.050000,gauss9.i,900,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.812599,3,true,5768,5768,613 554 73
RPG_p=20,gauss9.i,900,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.812599,3,true,1501,1501,554 613 73
GRASP_POP_alpha=0.050000,gauss9.i,900,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.812599,3,true,1433,1433,613 73 554
GRASP_WLS_alpha=0.050000,gauss9.i,900,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.851133,3,true,10038,4837,413 592 707
GRASP_alpha=0.050000,gauss9.i,900,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.673955,4,true,3689,3689,873 70 644 271
GRASP_FI_alpha=0.050000,gauss9.i,900,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.673955,4,true,7930,7930,70 644 873 271
RPG_p=20,gauss9.i,900,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.673955,4,true,4850,4850,70 873 644 271
GRASP_POP_alpha=0.050000,gauss9.i,900,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.673955,4,true,2859,2859,70 644 873 271
GRASP_WLS_alpha=0.050000,gauss9.i,900,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.703846,4,true,10005,5424,413 849 220 697
GRASP_alpha=0.050000,gauss9.i,900,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.588689,5,true,2264,2264,849 644 400 44 296
GRASP_FI_alpha=0.050000,gauss9.i,900,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.588689,5,true,7825,7825,644 849 44 400 296
RPG_p=20,gauss9.i,900,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.588689,5,true,1869,1869,296 644 849 44 400
GRASP_POP_alpha=0.050000,gauss9.i,900,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.588689,5,true,2517,2517,644 44 400 849 296
GRASP_WLS_alpha=0.050000,gauss9.i,900,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.600702,5,true,10025,7589,198 867 686 273 21
GRASP_alpha=0.050000,gauss9.i,900,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.520768,6,true,11076,5697,646 332 296 849 439 68
GRASP_FI_alpha=0.050000,gauss9.i,900,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.520900,6,true,11798,8244,93 461 332 646 817 276
RPG_p=20,gauss9.i,900,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.525111,6,true,10820,4432,761 803 3 682 217 405
GRASP_POP_alpha=0.050000,gauss9.i,900,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.520738,6,true,13773,13773,849 296 93 461 646 332
GRASP_WLS_alpha=0.050000,gauss9.i,900,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.532241,6,true,10021,803,439 328 830 272 36 639
GRASP_alpha=0.050000,gauss9.i,900,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.257131,20,true,71624,71624,680 159 557 99 217 129 651 817 379 354 54 630 795 465 808 799 134 578 292 443
GRASP_FI_alpha=0.050000,gauss9.i,900,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.256105,20,true,50463,50463,231 54 99 150 143 166 201 327 336 354 440 441 557 609 632 761 780 842 883 541
RPG_p=20,gauss9.i,900,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.255872,20,true,97008,97008,475 315 99 292 150 243 446 336 54 166 143 237 883 761 780 842 658 680 557 541
GRASP_POP_alpha=0.050000,gauss9.i,900,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.257934,20,true,91868,91868,54 126 17 609 632 137 122 557 217 292 761 381 842 883 788 415 395 355 327 578
GRASP_WLS_alpha=0.050000,gauss9.i,900,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.266590,20,true,10973,4829,408 530 20 753 601 237 815 367 199 85 497 503 531 635 164 803 682 99 381 401
GRASP_alpha=0.050000,gauss9.i,900,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.230021,25,true,135663,135663,522 243 847 99 201 581 126 678 883 292 54 72 867 172 649 446 496 151 533 603 609 354 336 738 764
GRASP_FI_alpha=0.050000,gauss9.i,900,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.229475,25,true,122778,122778,693 55 68 99 201 243 292 116 143 177 375 386 441 487 497 578 649 650 761 581 808 711 849 504 609
RPG_p=20,gauss9.i,900,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.229172,25,true,154795,154795,761 292 395 243 99 638 381 842 68 561 355 883 137 201 55 780 649 484 434 447 579 544 647 150 134
GRASP_POP_alpha=0.050000,gauss9.i,900,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.229154,25,true,121369,121369,54 867 292 381 557 847 883 395 578 632 355 609 327 76 747 243 777 201 99 484 454 439 182 102 134
GRASP_WLS_alpha=0.050000,gauss9.i,900,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.237448,25,true,11406,2398,792 182 576 327 283 1 814 797 306 456 642 195 95 573 203 541 72 731 368 109 201 808 631 350 468
GRASP_alpha=0.050000,glass.I,214,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.943383,3,true,54,54,204 46 42
GRASP_FI_alpha=0.050000,glass.I,214,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.943383,3,true,12,12,204 42 46
RPG_p=20,glass.I,214,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.943383,3,true,26,26,42 46 204
GRASP_POP_alpha=0.050000,glass.I,214,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.943383,3,true,39,39,42 46 204
GRASP_WLS_alpha=0.050000,glass.I,214,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.943383,3,true,10001,39,42 204 46
GRASP_alpha=0.050000,glass.I,214,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.756405,4,true,34,34,204 69 32 42
GRASP_FI_alpha=0.050000,glass.I,214,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.756405,4,true,23,23,32 42 69 204
RPG_p=20,glass.I,214,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.756405,4,true,34,34,42 69 32 204
GRASP_POP_alpha=0.050000,glass.I,214,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.756405,4,true,30,30,42 69 32 204
GRASP_WLS_alpha=0.050000,glass.I,214,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.762399,4,true,10002,9905,42 197 64 20
GRASP_alpha=0.050000,glass.I,214,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.646844,5,true,64,64,32 42 43 170 204
GRASP_FI_alpha=0.050000,glass.I,214,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.646844,5,true,240,240,170 32 42 43 204
RPG_p=20,glass.I,214,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.646844,5,true,79,79,204 170 42 32 43
GRASP_POP_alpha=0.050000,glass.I,214,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.646844,5,true,162,162,204 32 42 43 170
GRASP_WLS_alpha=0.050000,glass.I,214,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.651461,5,true,10004,9918,26 204 32 43 170
GRASP_alpha=0.050000,glass.I,214,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.553375,6,true,193,193,32 170 171 42 43 204
GRASP_FI_alpha=0.050000,glass.I,214,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.553375,6,true,175,175,32 170 171 42 204 43
RPG_p=20,glass.I,214,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.553375,6,true,88,88,42 43 170 204 32 171
GRASP_POP_alpha=0.050000,glass.I,214,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.553375,6,true,81,81,42 204 43 32 170 172
GRASP_WLS_alpha=0.050000,glass.I,214,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.557539,6,true,10007,7405,42 197 64 32 170 171
GRASP_alpha=0.050000,glass.I,214,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.995012,20,true,1186,1186,210 43 172 198 110 106 186 46 11 167 184 107 142 201 77 130 24 95 179 68
GRASP_FI_alpha=0.050000,glass.I,214,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.995012,20,true,2206,2206,43 171 142 106 167 186 184 107 201 11 24 68 77 95 110 130 179 198 210 46
RPG_p=20,glass.I,214,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.996341,20,true,11721,1487,24 170 172 110 186 167 198 127 179 106 142 184 11 43 95 210 107 148 77 66
GRASP_POP_alpha=0.050000,glass.I,214,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.995012,20,true,6511,6511,172 210 43 77 46 167 106 186 184 142 130 24 198 95 11 107 179 68 110 201
GRASP_WLS_alpha=0.050000,glass.I,214,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.007087,20,true,10010,5516,115 204 46 27 130 43 172 210 111 142 106 122 186 167 178 184 66 107 201 195
GRASP_alpha=0.050000,glass.I,214,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.893316,25,true,10760,4149,43 170 171 186 106 167 46 95 184 179 107 183 198 201 105 189 142 127 24 77 148 110 11 210 68
GRASP_FI_alpha=0.050000,glass.I,214,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.891827,25,true,11262,5289,172 106 186 184 107 95 148 105 201 189 24 77 110 43 142 46 179 198 165 169 129 183 210 11 68
RPG_p=20,glass.I,214,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.891988,25,true,12556,9279,43 210 179 170 169 172 183 186 107 184 95 165 106 127 201 198 24 142 189 11 77 105 148 110 66
GRASP_POP_alpha=0.050000,glass.I,214,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.891827,25,true,10623,1879,46 172 210 142 43 169 95 198 186 106 184 68 165 183 201 24 77 11 110 107 189 129 105 148 179
GRASP_WLS_alpha=0.050000,glass.I,214,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.905669,25,true,10098,3769,37 204 46 43 170 122 172 203 142 95 110 186 106 167 176 184 107 66 198 24 201 183 105 128 148
GRASP_alpha=0.050000,haberman.i,306,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.127419,3,true,72,71,67 172 242
GRASP_FI_alpha=0.050000,haberman.i,306,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.127419,3,true,1649,1649,172 67 242
RPG_p=20,haberman.i,306,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.127419,3,true,44,44,243 67 172
GRASP_POP_alpha=0.050000,haberman.i,306,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.127419,3,true,66,66,242 67 172
GRASP_WLS_alpha=0.050000,haberman.i,306,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.133328,3,true,10009,2984,80 164 250
GRASP_alpha=0.050000,haberman.i,306,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.984923,4,true,115,115,177 164 67 250
GRASP_FI_alpha=0.050000,haberman.i,306,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.984923,4,true,181,181,164 177 67 250
RPG_p=20,haberman.i,306,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.984923,4,true,73,73,67 250 177 164
GRASP_POP_alpha=0.050000,haberman.i,306,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.984923,4,true,114,114,164 177 67 250
GRASP_WLS_alpha=0.050000,haberman.i,306,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.996661,4,true,10001,1968,98 164 255 177
GRASP_alpha=0.050000,haberman.i,306,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-0.890267,5,true,218,218,177 209 250 71 56
GRASP_FI_alpha=0.050000,haberman.i,306,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-0.890267,5,true,361,361,177 209 71 56 250
RPG_p=20,haberman.i,306,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-0.890267,5,true,484,484,177 209 71 56 250
GRASP_POP_alpha=0.050000,haberman.i,306,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.890267,5,true,224,224,177 250 209 71 56
GRASP_WLS_alpha=0.050000,haberman.i,306,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.897946,5,true,10013,5903,67 225 243 177 63
GRASP_alpha=0.050000,haberman.i,306,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.831072,6,true,10101,216,233 177 38 250 71 165
GRASP_FI_alpha=0.050000,haberman.i,306,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.831072,6,true,10059,841,177 38 165 71 232 250
RPG_p=20,haberman.i,306,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.831072,6,true,10262,255,177 38 237 71 165 250
GRASP_POP_alpha=0.050000,haberman.i,306,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.831072,6,true,10127,409,177 250 38 232 71 165
GRASP_WLS_alpha=0.050000,haberman.i,306,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.839901,6,true,10023,2467,209 157 56 177 284 52
GRASP_alpha=0.050000,haberman.i,306,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.499101,20,true,12996,12996,143 108 200 31 215 16 59 225 240 279 140 82 44 238 120 228 189 48 258 293
GRASP_FI_alpha=0.050000,haberman.i,306,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.499559,20,true,13493,8656,258 31 215 189 88 200 293 44 47 48 120 140 143 167 225 228 240 96 279 16
RPG_p=20,haberman.i,306,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.501924,20,true,10763,5906,42 262 215 59 61 167 57 31 279 189 240 16 225 82 143 200 120 140 293 228
GRASP_POP_alpha=0.050000,haberman.i,306,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-0.497748,20,true,4679,4679,44 31 200 262 120 82 189 143 279 225 228 293 62 240 140 59 16 227 57 167
GRASP_WLS_alpha=0.050000,haberman.i,306,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.515596,20,true,10103,1300,228 91 143 168 71 25 267 245 189 136 117 295 200 31 82 268 23 215 59 140
GRASP_alpha=0.050000,haberman.i,306,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.451868,25,true,18612,9349,258 82 200 293 23 31 240 62 142 279 182 225 120 140 228 227 174 64 59 167 131 211 74 16 48
GRASP_FI_alpha=0.050000,haberman.i,306,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-0.452603,25,true,16959,16959,279 59 23 225 62 262 31 82 64 125 100 128 174 189 184 200 227 228 240 293 16 48 137 238 107
RPG_p=20,haberman.i,306,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-0.452453,25,true,11465,11465,293 82 240 167 96 62 225 221 120 228 16 279 48 143 47 23 65 115 31 252 174 140 211 262 142
GRASP_POP_alpha=0.050000,haberman.i,306,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-0.452339,25,true,13062,13062,189 120 82 31 19 174 140 59 240 200 279 293 227 225 228 258 64 62 184 238 100 107 16 48 137
GRASP_WLS_alpha=0.050000,haberman.i,306,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-0.467621,25,true,10152,3376,135 172 275 160 26 49 271 248 200 120 136 31 189 178 88 57 174 293 240 218 59 225 62 289 47
GRASP_alpha=0.050000,hayes-roth.I,132,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.101925,3,true,10,10,91 76 90
GRASP_FI_alpha=0.050000,hayes-roth.I,132,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.101925,3,true,5,5,91 76 90
RPG_p=20,hayes-roth.I,132,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.101925,3,true,12,12,91 76 90
GRASP_POP_alpha=0.050000,hayes-roth.I,132,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-2.113646,3,true,10002,6,93 111 76
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.101925,3,true,4964,33,90 91 76
GRASP_alpha=0.050000,hayes-roth.I,132,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.979201,4,true,54,54,93 22 117 56
GRASP_FI_alpha=0.050000,hayes-roth.I,132,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.979201,4,true,30,30,56 93 117 22
RPG_p=20,hayes-roth.I,132,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.979201,4,true,59,59,93 117 22 56
GRASP_POP_alpha=0.050000,hayes-roth.I,132,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.979201,4,true,18,18,93 22 117 56
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.979201,4,true,7717,219,56 93 117 22
GRASP_alpha=0.050000,hayes-roth.I,132,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.859904,5,true,10008,24,3 93 72 37 22
GRASP_FI_alpha=0.050000,hayes-roth.I,132,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.859904,5,true,10004,16,3 22 93 72 37
RPG_p=20,hayes-roth.I,132,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.859904,5,true,10025,48,3 22 72 37 93
GRASP_POP_alpha=0.050000,hayes-roth.I,132,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.859904,5,true,10019,27,93 3 72 22 37
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.873743,5,true,10001,98,93 56 117 22 3
GRASP_alpha=0.050000,hayes-roth.I,132,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.774984,6,true,40,40,56 3 52 22 33 117
GRASP_FI_alpha=0.050000,hayes-roth.I,132,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.774984,6,true,27,27,56 3 22 33 52 117
RPG_p=20,hayes-roth.I,132,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.774984,6,true,158,158,117 33 3 22 52 56
GRASP_POP_alpha=0.050000,hayes-roth.I,132,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.774984,6,true,33,33,52 22 117 33 56 3
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.788952,6,true,10001,626,93 56 22 117 3 94
GRASP_alpha=0.050000,hayes-roth.I,132,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.136040,20,true,1885,1885,56 22 80 3 86 29 104 130 4 66 107 65 64 69 1 37 102 114 33 21
GRASP_FI_alpha=0.050000,hayes-roth.I,132,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.136040,20,true,489,489,3 33 29 107 80 21 130 104 4 86 66 1 22 37 65 69 114 102 64 56
RPG_p=20,hayes-roth.I,132,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.136040,20,true,690,690,3 33 80 22 86 104 4 1 65 107 130 66 114 21 69 29 64 37 56 102
GRASP_POP_alpha=0.050000,hayes-roth.I,132,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.136040,20,true,513,513,22 130 3 33 107 80 37 4 86 29 21 66 104 65 64 114 69 56 1 102
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.140800,20,true,10032,7871,56 93 22 117 3 33 122 86 29 130 23 104 4 80 25 107 1 69 24 114
GRASP_alpha=0.050000,hayes-roth.I,132,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.001515,25,true,5353,5353,56 80 3 86 29 104 130 4 66 48 114 107 69 65 64 21 1 126 38 87 22 33 52 37 113
GRASP_FI_alpha=0.050000,hayes-roth.I,132,25,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.001515,25,true,4634,4634,3 33 66 107 29 104 130 80 4 69 21 1 64 38 126 114 113 87 22 37 48 52 56 86 65
RPG_p=20,hayes-roth.I,132,25,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.001515,25,true,896,896,56 80 86 33 104 3 130 21 66 38 64 87 52 114 4 69 107 126 1 48 22 29 37 113 65
GRASP_POP_alpha=0.050000,hayes-roth.I,132,25,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.001515,25,true,1846,1846,22 80 3 86 66 29 130 104 4 38 107 114 33 64 56 21 52 37 65 113 69 126 48 1 87
GRASP_WLS_alpha=0.050000,hayes-roth.I,132,25,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.004890,25,true,10002,7699,56 93 22 117 3 33 122 107 29 130 21 104 25 86 80 4 1 69 65 113 126 114 64 63 99
GRASP_alpha=0.050000,indian.i,583,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-2.005019,3,true,161,161,536 245 322
GRASP_FI_alpha=0.050000,indian.i,583,3,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-2.005019,3,true,452,452,322 245 536
RPG_p=20,indian.i,583,3,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-2.005019,3,true,327,327,322 536 245
GRASP_POP_alpha=0.050000,indian.i,583,3,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-2.005019,3,true,240,240,322 245 536
GRASP_WLS_alpha=0.050000,indian.i,583,3,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-2.018695,3,true,10009,3278,10 322 506
GRASP_alpha=0.050000,indian.i,583,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.880477,4,true,1256,1256,536 9 175 426
GRASP_FI_alpha=0.050000,indian.i,583,4,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.880477,4,true,380,380,175 426 536 9
RPG_p=20,indian.i,583,4,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.880477,4,true,667,667,426 175 9 536
GRASP_POP_alpha=0.050000,indian.i,583,4,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.880477,4,true,2509,2509,9 175 426 536
GRASP_WLS_alpha=0.050000,indian.i,583,4,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.893156,4,true,10006,6906,474 322 367 121
GRASP_alpha=0.050000,indian.i,583,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.798827,5,true,1382,1382,126 426 3 175 121
GRASP_FI_alpha=0.050000,indian.i,583,5,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.798827,5,true,1331,1331,175 121 426 3 126
RPG_p=20,indian.i,583,5,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.798827,5,true,3550,3550,426 175 126 3 121
GRASP_POP_alpha=0.050000,indian.i,583,5,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.798827,5,true,1236,1236,175 426 126 3 121
GRASP_WLS_alpha=0.050000,indian.i,583,5,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.821244,5,true,10024,1299,358 543 367 506 25
GRASP_alpha=0.050000,indian.i,583,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,false,-1.725689,6,true,6220,6220,126 426 3 175 536 118
GRASP_FI_alpha=0.050000,indian.i,583,6,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,false,-1.725689,6,true,3943,3943,426 126 3 175 118 536
RPG_p=20,indian.i,583,6,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,false,-1.725689,6,true,10718,10718,126 175 536 426 3 118
GRASP_POP_alpha=0.050000,indian.i,583,6,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,false,-1.725689,6,true,990,990,175 536 118 126 426 3
GRASP_WLS_alpha=0.050000,indian.i,583,6,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.736742,6,true,10036,5392,457 185 175 506 38 118
GRASP_alpha=0.050000,indian.i,583,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.272000,20,true,12165,12165,362 126 25 150 517 536 115 117 554 32 239 582 505 493 365 136 566 91 315 48
GRASP_FI_alpha=0.050000,indian.i,583,20,0.0500,STANDARD,FIRST_IMPROVING,,,,10000,10,true,-1.262238,20,true,18457,18457,536 419 125 418 162 135 118 171 142 230 345 189 445 505 566 123 541 581 582 242
RPG_p=20,indian.i,583,20,-1.0000,RPG,BEST_IMPROVING,,,20,10000,10,true,-1.266013,20,true,25028,25028,133 230 536 135 48 445 170 101 317 582 162 118 189 242 566 505 419 250 43 493
GRASP_POP_alpha=0.050000,indian.i,583,20,0.0500,STANDARD+POP,BEST_IMPROVING,,,,10000,10,true,-1.261629,20,true,16251,16251,3 118 536 171 75 552 505 135 266 125 242 582 345 566 445 581 170 453 130 419
GRASP_WLS_alpha=0.050000,indian.i,583,20,0.0500,STANDARD,BEST_IMPROVING,,,,10000,10,true,-1.285465,20,true,10147,1851,38 175 580 506 119 126 495 240 170 304 201 171 311 206 115 493 284 135 582 15
